ds,y,yhat1,yhat2,yhat3,yhat4,yhat5,ar1,ar2,ar3,ar4,ar5,lagged_regressor_population1,lagged_regressor_population2,lagged_regressor_population3,lagged_regressor_population4,lagged_regressor_population5,lagged_regressor_gdp1,lagged_regressor_gdp2,lagged_regressor_gdp3,lagged_regressor_gdp4,lagged_regressor_gdp5,lagged_regressor_energy_use1,lagged_regressor_energy_use2,lagged_regressor_energy_use3,lagged_regressor_energy_use4,lagged_regressor_energy_use5,lagged_regressor_renewable_pct1,lagged_regressor_renewable_pct2,lagged_regressor_renewable_pct3,lagged_regressor_renewable_pct4,lagged_regressor_renewable_pct5,trend,season_yearly,is_forecast
2015-01-01,16.461,16.122967,16.092113,16.106207,17.281929,16.021389,-1.7788119,-2.1306355,-2.0262914,-0.113421746,-1.4525669,0.43761107,-1.72471,-1.4025179,0.86427593,-1.7487394,-3.1200607,-0.88512844,-0.8018946,-3.8722703,-1.2723225,0.70023394,0.04444392,-0.6432402,0.8903699,-0.13339731,0.22674747,1.1308966,1.3229046,-0.1442713,0.9711681,27.699747,-8.0425005,False
2016-01-01,15.935,16.225382,15.970715,15.653103,15.800687,15.887426,-1.9020945,-2.4240537,-3.2646704,-1.9266964,-0.8894636,0.44143027,-1.8076679,-0.9018916,0.8294993,-2.5001113,-3.1472907,-0.92770267,-0.51565975,-3.7164586,-1.8189949,0.7063452,0.046581652,-0.41363674,0.8545433,-0.19071345,0.22872637,1.1852921,0.85069615,-0.13846612,1.3884449,27.941135,-8.042871,False
2017-01-01,15.639,16.025398,16.416153,16.65823,15.299825,15.7945795,-2.346325,-2.5561817,-2.796312,-1.9810252,-1.3434751,0.44320056,-1.4154521,-0.6393512,1.0961614,-2.4121523,-3.1599123,-0.726416,-0.36555132,-4.911201,-1.7549989,0.70917785,0.03647468,-0.2932272,1.1292562,-0.18400376,0.22964364,0.9281154,0.6030587,-0.18297932,1.3395965,28.183187,-8.033575,False
2018-01-01,16.001,15.486715,16.046026,16.238714,16.095463,15.143975,-2.9863164,-3.28014,-3.2732348,-0.86020213,-2.6042721,0.47666085,-1.2732229,-0.8031995,1.310414,-2.1120646,-3.3984761,-0.65342337,-0.45923218,-5.871131,-1.5366656,0.7627186,0.03280958,-0.36837333,1.3499776,-0.16111247,0.24698104,0.8348554,0.7576062,-0.21874395,1.1729419,28.424576,-8.039429,False
2019-01-01,15.5,14.42197,15.234879,14.884573,15.321349,15.17167,-3.4246583,-4.1745114,-4.666422,-1.9005874,-2.5043705,0.6922092,-1.4596307,-0.9864475,1.2997123,-2.3607411,-4.9352837,-0.74908864,-0.5640049,-5.8231835,-1.7175939,1.1076236,0.037613112,-0.4524168,1.3389529,-0.18008201,0.35866708,0.9570834,0.9304522,-0.21695754,1.3110452,28.665966,-8.042554,False
2020-01-01,13.817,14.284812,14.49558,14.151463,14.367043,15.274766,-3.6839566,-4.8298397,-5.6065354,-3.0173566,-2.6047263,0.72187126,-1.8504987,-1.0178373,1.3297704,-2.390918,-5.1467667,-0.9496836,-0.58195215,-5.957855,-1.7395498,1.1550868,0.047685355,-0.46681324,1.3699186,-0.18238395,0.3740364,1.2133764,0.96006024,-0.22197509,1.3278041,28.907354,-8.042814,False
2021-01-01,14.758,14.926724,14.340114,13.955737,14.162427,14.721172,-4.1095195,-4.9998593,-6.146824,-2.9973006,-3.6264389,0.5184275,-2.13522,-0.9321112,1.5116653,-2.2173069,-3.696262,-1.0958039,-0.53293794,-6.7728105,-1.6132362,0.82955056,0.055022318,-0.42749643,1.5573052,-0.16914056,0.26862234,1.400069,0.8792003,-0.25233832,1.2313887,29.149406,-8.033501,False
2022-01-01,14.802,13.355293,14.092142,13.795768,14.359718,13.838009,-4.8896213,-5.5679593,-5.915632,-2.4088216,-4.5832024,0.77439356,-2.0334377,-1.5085108,1.751114,-2.3469605,-5.5212374,-1.0435687,-0.8624965,-7.845627,-1.7075677,1.2391292,0.0523995,-0.69185203,1.8039831,-0.17903079,0.40125075,1.33333,1.4228809,-0.29230884,1.303392,29.390795,-8.039417,False
2023-01-01,,11.824929,12.335358,11.703674,14.31097,12.975672,-5.4190283,-7.106234,-7.37961,-2.246289,-5.347888,1.0833107,-2.5826144,-2.3054333,1.9228841,-2.6160128,-7.723742,-1.3254086,-1.3181398,-8.61522,-1.9033208,1.7334363,0.06655119,-1.0573465,1.9809393,-0.19955464,0.56131566,1.6934266,2.1745665,-0.32098198,1.4528112,29.632187,-8.042548,True
2024-01-01,,,11.751093,9.867589,12.953019,12.606821,,-7.3908186,-9.857726,-4.5584717,-5.1414914,,-3.2326987,-1.9365656,1.6503627,-3.2698112,,-1.6590345,-1.1072384,-7.394224,-2.3790019,,0.08330316,-0.8881718,1.70019,-0.24942765,,2.1196883,1.8266373,-0.27549067,1.8159001,29.873573,-8.04292,True
2025-01-01,,,,11.6696,11.966325,11.727337,,,-8.264634,-4.6553874,-5.7828636,,,-1.9755927,2.0863898,-3.661852,,,-1.1295521,-9.347785,-2.6642373,,,-0.9060708,2.1493814,-0.27933332,,,1.863449,-0.34827554,2.0336213,30.115623,-8.033622,True
2026-01-01,,,,,12.994059,9.897533,,,,-1.9302653,-8.324147,,,,2.8249679,-3.280642,,,,-12.656883,-2.3868823,,,,2.9102585,-0.2502539,,,,-0.4715644,1.8219151,30.357014,-8.039469,True
2027-01-01,,,,,,8.811716,,,,,-7.62237,,,,,-4.903288,,,,,-3.5674636,,,,,-0.37403253,,,,,2.7230568,30.598404,-8.042589,True
